Name: Luis Angel Cabral Guzman
Date: 2021-07-20

COMBINATION ID., IMAGE NUMBER., DETECTOR TYPE, DESCRIPTOR TYPE, TOTAL KEYPOINTS, TTC LIDAR, TTC CAMERA, 
1, 0, HARRIS, BRISK, 1, 6.64187e-317, 0
26, 1, AKAZE, BRISK, 1541, 12.2891, 16.6801
26, 2, AKAZE, BRISK, 1529, 13.3547, 20.7346
26, 3, AKAZE, BRISK, 1561, 16.3845, 16.515
26, 4, AKAZE, BRISK, 1545, 14.0764, 17.5637
26, 5, AKAZE, BRISK, 1526, 12.7299, 18.1477
26, 6, AKAZE, BRISK, 1566, 13.7511, 24.092
26, 7, AKAZE, BRISK, 1529, 13.7314, 23.9237
26, 8, AKAZE, BRISK, 1547, 13.7901, 20.2741
26, 9, AKAZE, BRISK, 1572, 12.059, 21.9172
26, 10, AKAZE, BRISK, 1567, 11.8642, 15.7604
26, 11, AKAZE, BRISK, 1538, 11.9682, 16.7977
26, 12, AKAZE, BRISK, 1513, 9.88711, 15.6053
26, 13, AKAZE, BRISK, 1538, 9.42504, 14.839
26, 14, AKAZE, BRISK, 1555, 9.30215, 14.2115
26, 15, AKAZE, BRISK, 1544, 8.3212, 17.4157
26, 16, AKAZE, BRISK, 1563, 8.89867, 13.8696
26, 17, AKAZE, BRISK, 1561, 11.0301, 11.5549

27, 0, AKAZE, BRIEF, 1513, 6.64187e-317, 0
27, 1, AKAZE, BRIEF, 1541, 12.2891, 19.2572
27, 2, AKAZE, BRIEF, 1529, 13.3547, 21.7807
27, 3, AKAZE, BRIEF, 1561, 16.3845, 16.4841
27, 4, AKAZE, BRIEF, 1545, 14.0764, 16.1549
27, 5, AKAZE, BRIEF, 1526, 12.7299, 18.2021
27, 6, AKAZE, BRIEF, 1566, 13.7511, 19.9629
27, 7, AKAZE, BRIEF, 1529, 13.7314, 21.0769
27, 8, AKAZE, BRIEF, 1547, 13.7901, 19.3224
27, 9, AKAZE, BRIEF, 1572, 12.059, 21.3979
27, 10, AKAZE, BRIEF, 1567, 11.8642, 14.7812
27, 11, AKAZE, BRIEF, 1538, 11.9682, 15.7734
27, 12, AKAZE, BRIEF, 1513, 9.88711, 17.6621
27, 13, AKAZE, BRIEF, 1538, 9.42504, 13.5782
27, 14, AKAZE, BRIEF, 1555, 9.30215, 14.2858
27, 15, AKAZE, BRIEF, 1544, 8.3212, 15.3323
27, 16, AKAZE, BRIEF, 1563, 8.89867, 11.8883
27, 17, AKAZE, BRIEF, 1561, 11.0301, 11.04

28, 0, AKAZE, ORB, 1513, 6.64187e-317, 0
28, 1, AKAZE, ORB, 1541, 12.2891, 16.1143
28, 2, AKAZE, ORB, 1529, 13.3547, 20.483
28, 3, AKAZE, ORB, 1561, 16.3845, 15.4686
28, 4, AKAZE, ORB, 1545, 14.0764, 16.8105
28, 5, AKAZE, ORB, 1526, 12.7299, 18.4698
28, 6, AKAZE, ORB, 1566, 13.7511, 20.2521
28, 7, AKAZE, ORB, 1529, 13.7314, 20.2526
28, 8, AKAZE, ORB, 1547, 13.7901, 20.8113
28, 9, AKAZE, ORB, 1572, 12.059, 21.0299
28, 10, AKAZE, ORB, 1567, 11.8642, 16.0618
28, 11, AKAZE, ORB, 1538, 11.9682, 16.5215
28, 12, AKAZE, ORB, 1513, 9.88711, 19.392
28, 13, AKAZE, ORB, 1538, 9.42504, 13.6863
28, 14, AKAZE, ORB, 1555, 9.30215, 12.2667
28, 15, AKAZE, ORB, 1544, 8.3212, 15.7793
28, 16, AKAZE, ORB, 1563, 8.89867, 12.3547
28, 17, AKAZE, ORB, 1561, 11.0301, 11.1536

29, 0, AKAZE, FREAK, 1513, 6.64187e-317, 0
29, 1, AKAZE, FREAK, 1541, 12.2891, 13.0076
29, 2, AKAZE, FREAK, 1529, 13.3547, 15.7986
29, 3, AKAZE, FREAK, 1561, 16.3845, 16.203
29, 4, AKAZE, FREAK, 1545, 14.0764, 15.0374
29, 5, AKAZE, FREAK, 1526, 12.7299, 19.0196
29, 6, AKAZE, FREAK, 1566, 13.7511, 23.6119
29, 7, AKAZE, FREAK, 1529, 13.7314, 22.4354
29, 8, AKAZE, FREAK, 1547, 13.7901, 19.9032
29, 9, AKAZE, FREAK, 1572, 12.059, 22.0782
29, 10, AKAZE, FREAK, 1567, 11.8642, 11.9801
29, 11, AKAZE, FREAK, 1538, 11.9682, 17.0712
29, 12, AKAZE, FREAK, 1513, 9.88711, 17.0324
29, 13, AKAZE, FREAK, 1538, 9.42504, 14.5265
29, 14, AKAZE, FREAK, 1555, 9.30215, 14.3004
29, 15, AKAZE, FREAK, 1544, 8.3212, 15.4934
29, 16, AKAZE, FREAK, 1563, 8.89867, 13.5093
29, 17, AKAZE, FREAK, 1561, 11.0301, 11.0491

30, 0, AKAZE, AKAZE, 1513, 6.64187e-317, 0
30, 1, AKAZE, AKAZE, 1541, 12.2891, 14.1085
30, 2, AKAZE, AKAZE, 1529, 13.3547, 19.645
30, 3, AKAZE, AKAZE, 1561, 16.3845, 15.0102
30, 4, AKAZE, AKAZE, 1545, 14.0764, 16.933
30, 5, AKAZE, AKAZE, 1526, 12.7299, 19.3737
30, 6, AKAZE, AKAZE, 1566, 13.7511, 18.8512
30, 7, AKAZE, AKAZE, 1529, 13.7314, 16.0045
30, 8, AKAZE, AKAZE, 1547, 13.7901, 19.1823
30, 9, AKAZE, AKAZE, 1572, 12.059, 19.2236
30, 10, AKAZE, AKAZE, 1567, 11.8642, 15.7595
30, 11, AKAZE, AKAZE, 1538, 11.9682, 14.7386
30, 12, AKAZE, AKAZE, 1513, 9.88711, 13.7611
30, 13, AKAZE, AKAZE, 1538, 9.42504, 15.0333
30, 14, AKAZE, AKAZE, 1555, 9.30215, 13.7905
30, 15, AKAZE, AKAZE, 1544, 8.3212, 14.0268
30, 16, AKAZE, AKAZE, 1563, 8.89867, 12.4298
30, 17, AKAZE, AKAZE, 1561, 11.0301, 10.9021

31, 0, AKAZE, SIFT, 1513, 6.64187e-317, 0
31, 1, AKAZE, SIFT, 1541, 12.2891, 16.2857
31, 2, AKAZE, SIFT, 1529, 13.3547, 19.7472
31, 3, AKAZE, SIFT, 1561, 16.3845, 15.7302
31, 4, AKAZE, SIFT, 1545, 14.0764, 16.72
31, 5, AKAZE, SIFT, 1526, 12.7299, 19.9094
31, 6, AKAZE, SIFT, 1566, 13.7511, 22.9907
31, 7, AKAZE, SIFT, 1529, 13.7314, 15.7352
31, 8, AKAZE, SIFT, 1547, 13.7901, 18.8678
31, 9, AKAZE, SIFT, 1572, 12.059, 19.2439
31, 10, AKAZE, SIFT, 1567, 11.8642, 12.9863
31, 11, AKAZE, SIFT, 1538, 11.9682, 13.4282
31, 12, AKAZE, SIFT, 1513, 9.88711, 12.8225
31, 13, AKAZE, SIFT, 1538, 9.42504, 14.613
31, 14, AKAZE, SIFT, 1555, 9.30215, 14.047
31, 15, AKAZE, SIFT, 1544, 8.3212, 15.4954
31, 16, AKAZE, SIFT, 1563, 8.89867, 12.144
31, 17, AKAZE, SIFT, 1561, 11.0301, 11.417

32, 0, SIFT, BRISK, 1890, 6.64187e-317, 0
32, 1, SIFT, BRISK, 1915, 12.2891, 15.1764
32, 2, SIFT, BRISK, 1824, 13.3547, 19.3317
32, 3, SIFT, BRISK, 1837, 16.3845, 19.7504
32, 4, SIFT, BRISK, 1828, 14.0764, 30.1153
32, 5, SIFT, BRISK, 1875, 12.7299, 20.9338
32, 6, SIFT, BRISK, 1931, 13.7511, 21.4055
32, 7, SIFT, BRISK, 1963, 13.7314, 21.2612
32, 8, SIFT, BRISK, 1954, 13.7901, 17.224
32, 9, SIFT, BRISK, 1983, 12.059, 26.6407
32, 10, SIFT, BRISK, 2043, 11.8642, 16.7554
32, 11, SIFT, BRISK, 2065, 11.9682, 14.0132
32, 12, SIFT, BRISK, 2007, 9.88711, 10.2644
32, 13, SIFT, BRISK, 2030, 9.42504, 13.6385
32, 14, SIFT, BRISK, 2048, 9.30215, 13.216
32, 15, SIFT, BRISK, 2044, 8.3212, 12.2847
32, 16, SIFT, BRISK, 2086, 8.89867, 9.899
32, 17, SIFT, BRISK, 2093, 11.0301, 10.8757

33, 0, SIFT, BRIEF, 1890, 6.64187e-317, 0
33, 1, SIFT, BRIEF, 1915, 12.2891, 14.2809
33, 2, SIFT, BRIEF, 1824, 13.3547, 16.5573
33, 3, SIFT, BRIEF, 1837, 16.3845, 17.7443
33, 4, SIFT, BRIEF, 1828, 14.0764, 21.5679
33, 5, SIFT, BRIEF, 1875, 12.7299, 21.2963
33, 6, SIFT, BRIEF, 1931, 13.7511, 17.9347
33, 7, SIFT, BRIEF, 1963, 13.7314, 15.7912
33, 8, SIFT, BRIEF, 1954, 13.7901, 18.3864
33, 9, SIFT, BRIEF, 1983, 12.059, 16.0757
33, 10, SIFT, BRIEF, 2043, 11.8642, 11.5163
33, 11, SIFT, BRIEF, 2065, 11.9682, 13.9736
33, 12, SIFT, BRIEF, 2007, 9.88711, 12.0764
33, 13, SIFT, BRIEF, 2030, 9.42504, 12.4103
33, 14, SIFT, BRIEF, 2048, 9.30215, 13.0473
33, 15, SIFT, BRIEF, 2044, 8.3212, 10.0868
33, 16, SIFT, BRIEF, 2086, 8.89867, 10.8334
33, 17, SIFT, BRIEF, 2093, 11.0301, 9.60311

34, 0, SIFT, FREAK, 1890, 6.64187e-317, 0
34, 1, SIFT, FREAK, 1915, 12.2891, 15.7645
34, 2, SIFT, FREAK, 1824, 13.3547, 14.6821
34, 3, SIFT, FREAK, 1837, 16.3845, 21.4203
34, 4, SIFT, FREAK, 1828, 14.0764, 28.315
34, 5, SIFT, FREAK, 1875, 12.7299, 15.1924
34, 6, SIFT, FREAK, 1931, 13.7511, 12.3905
34, 7, SIFT, FREAK, 1963, 13.7314, 20.1649
34, 8, SIFT, FREAK, 1954, 13.7901, 17.2399
34, 9, SIFT, FREAK, 1983, 12.059, 28.6584
34, 10, SIFT, FREAK, 2043, 11.8642, 12.3186
34, 11, SIFT, FREAK, 2065, 11.9682, 14.1678
34, 12, SIFT, FREAK, 2007, 9.88711, 15.4242
34, 13, SIFT, FREAK, 2030, 9.42504, 11.2144
34, 14, SIFT, FREAK, 2048, 9.30215, 14.3216
34, 15, SIFT, FREAK, 2044, 8.3212, 12.3257
34, 16, SIFT, FREAK, 2086, 8.89867, 10.9889
34, 17, SIFT, FREAK, 2093, 11.0301, 9.08989

35, 0, SIFT, SIFT, 1890, 6.64187e-317, 0
35, 1, SIFT, SIFT, 1915, 12.2891, 14.8201
35, 2, SIFT, SIFT, 1824, 13.3547, 17.8026
35, 3, SIFT, SIFT, 1837, 16.3845, 13.2868
35, 4, SIFT, SIFT, 1828, 14.0764, 20.6917
35, 5, SIFT, SIFT, 1875, 12.7299, 12.5022
35, 6, SIFT, SIFT, 1931, 13.7511, 11.013
35, 7, SIFT, SIFT, 1963, 13.7314, 18.3904
35, 8, SIFT, SIFT, 1954, 13.7901, 14.9965
35, 9, SIFT, SIFT, 1983, 12.059, 12.9476
35, 10, SIFT, SIFT, 2043, 11.8642, 13.3195
35, 11, SIFT, SIFT, 2065, 11.9682, 13.6948
35, 12, SIFT, SIFT, 2007, 9.88711, 16.4541
35, 13, SIFT, SIFT, 2030, 9.42504, 13.2656
35, 14, SIFT, SIFT, 2048, 9.30215, 10.5761
35, 15, SIFT, SIFT, 2044, 8.3212, 11.954
35, 16, SIFT, SIFT, 2086, 8.89867, 9.05262
35, 17, SIFT, SIFT, 2093, 11.0301, 9.4687

